SPECIES,HUC12,FREQUENCY,Habitat_Miles
Mountain whitefish,170102021208,1,8
Mountain whitefish,170102021210,1,6
Mountain whitefish,170102021301,3,10
Mountain whitefish,170102021303,2,10
Mountain whitefish,170102021305,3,3
Mountain whitefish,170102021306,3,10
Mountain whitefish,170102021402,3,11
Mountain whitefish,170102021403,4,3
Mountain whitefish,170102021404,2,9
Mountain whitefish,170102021405,3,8
Mountain whitefish,170102030103,2,2
Mountain whitefish,170102030104,2,4
Mountain whitefish,170102030202,1,0
Mountain whitefish,170102030204,1,0
Mountain whitefish,170102030205,2,1
Mountain whitefish,170102030206,3,7
Mountain whitefish,170102030303,1,1
Mountain whitefish,170102030304,2,0
Mountain whitefish,170102030307,1,0
Mountain whitefish,170102030308,6,14
Mountain whitefish,170102030309,1,2
Mountain whitefish,170102030310,5,15
Mountain whitefish,170102030401,4,6
Mountain whitefish,170102030404,2,0
Mountain whitefish,170102030406,6,7
Mountain whitefish,170102030407,3,6
Mountain whitefish,170102030408,1,0
Mountain whitefish,170102030412,1,0
Mountain whitefish,170102030413,2,8
Mountain whitefish,170102030415,14,23
Mountain whitefish,170102030603,1,0
Mountain whitefish,170102030604,4,2
Mountain whitefish,170102030701,1,0
Mountain whitefish,170102030702,3,11
Mountain whitefish,170102030703,2,2
Mountain whitefish,170102030706,10,14
Mountain whitefish,170102030801,2,3
Mountain whitefish,170102030803,7,5
Mountain whitefish,170102030804,8,11
Mountain whitefish,170102030902,2,1
Mountain whitefish,170102030903,6,27
Mountain whitefish,170102030905,12,14
Mountain whitefish,170102030906,3,3
Mountain whitefish,170102030907,7,6
Mountain whitefish,170102030909,6,6
Mountain whitefish,170102030910,5,9
Mountain whitefish,170102031002,2,4
Mountain whitefish,170102031004,11,5
Mountain whitefish,170102031101,5,2
Mountain whitefish,170102031102,7,8
Mountain whitefish,170102031103,2,1
Mountain whitefish,170102031104,27,15
Mountain whitefish,170102031107,11,11
Mountain whitefish,170102031108,10,6
Mountain whitefish,170102031201,1,0
Mountain whitefish,170102031202,5,8
Mountain whitefish,170102031203,2,6
Mountain whitefish,170102031205,4,5
Mountain whitefish,170102031206,1,1
Mountain whitefish,170102031207,5,15
Mountain whitefish,170102031301,3,2
Mountain whitefish,170102031303,4,6
Mountain whitefish,170102031307,2,5
Mountain whitefish,170102031308,1,8
Mountain whitefish,170102040102,14,10
Mountain whitefish,170102040103,6,7
Mountain whitefish,170102040104,9,20
Mountain whitefish,170102040205,2,10
Mountain whitefish,170102040208,6,4
Mountain whitefish,170102040209,3,2
Mountain whitefish,170102040210,2,15
Mountain whitefish,170102040301,1,0
Mountain whitefish,170102040302,4,5
Mountain whitefish,170102040303,4,4
Mountain whitefish,170102040304,1,4
Mountain whitefish,170102040305,1,8
Mountain whitefish,170102040403,1,0
Mountain whitefish,170102040404,1,0
Mountain whitefish,170102040405,12,6
Mountain whitefish,170102040503,1,0
Mountain whitefish,170102040506,4,7
Mountain whitefish,170102040507,4,10
Mountain whitefish,170102040508,5,9
Mountain whitefish,170102040601,3,11
Mountain whitefish,170102040602,2,10
Mountain whitefish,170102040603,2,4
Mountain whitefish,170102040606,2,6
Mountain whitefish,170102040608,8,9
Mountain whitefish,170102040609,3,5
Mountain whitefish,170102040611,4,7
Mountain whitefish,170102040612,2,5
Mountain whitefish,170102040701,4,5
Mountain whitefish,170102040702,1,0
Mountain whitefish,170102040703,5,8
Mountain whitefish,170102040706,1,1
Mountain whitefish,170102040707,4,5
Mountain whitefish,170102040709,1,0
Mountain whitefish,170102040710,1,0
Mountain whitefish,170102040711,1,2
Mountain whitefish,170102040712,4,13
Mountain whitefish,170102040801,1,4
Mountain whitefish,170102040803,2,8
Mountain whitefish,170102040805,2,7
Mountain whitefish,170102040806,1,9
Mountain whitefish,170102040807,1,12
Mountain whitefish,170102050101,1,1
Mountain whitefish,170102050102,3,8
Mountain whitefish,170102050103,3,8
Mountain whitefish,170102050104,8,10
Mountain whitefish,170102050105,6,6
Mountain whitefish,170102050106,2,5
Mountain whitefish,170102050107,2,2
Mountain whitefish,170102050108,16,12
Mountain whitefish,170102050202,2,1
Mountain whitefish,170102050204,8,9
Mountain whitefish,170102050301,5,7
Mountain whitefish,170102050304,1,0
Mountain whitefish,170102050305,6,14
Mountain whitefish,170102050402,1,1
Mountain whitefish,170102050403,2,0
Mountain whitefish,170102050404,1,0
Mountain whitefish,170102050405,4,3
Mountain whitefish,170102050502,1,0
Mountain whitefish,170102050503,6,12
Mountain whitefish,170102050504,5,9
Mountain whitefish,170102050506,7,13
Mountain whitefish,170102050602,1,1
Mountain whitefish,170102050705,3,2
Mountain whitefish,170102050801,1,0
Mountain whitefish,170102050802,5,6
Mountain whitefish,170102050803,6,3
Mountain whitefish,170102050805,2,4
Mountain whitefish,170102050806,2,9
Mountain whitefish,170102050807,4,12
Mountain whitefish,170102050904,8,3
Mountain whitefish,170102051002,1,0
Mountain whitefish,170102051003,5,3
Mountain whitefish,170102051006,1,0
Mountain whitefish,170102051007,1,8
Mountain whitefish,170102051101,1,0
Mountain whitefish,170102051102,1,2
Mountain whitefish,170102051105,3,7
Mountain whitefish,170102051201,3,4
Mountain whitefish,170102051203,3,8
Mountain whitefish,170102051301,1,0
Mountain whitefish,170102051302,4,1
Mountain whitefish,170102051305,4,5
Mountain whitefish,170102051401,4,3
Mountain whitefish,170102051402,4,3
Mountain whitefish,170102051403,1,0
Mountain whitefish,170102051405,6,9
Mountain whitefish,170102051408,3,10
Mountain whitefish,170102051409,3,12
Mountain whitefish,170102051506,1,10
Mountain whitefish,170102051508,1,8
Mountain whitefish,170102051602,9,5
Mountain whitefish,170102051603,2,12
Mountain whitefish,170102060305,1,1
Mountain whitefish,170102060306,2,1
Mountain whitefish,170102060309,1,5
Mountain whitefish,170102060311,3,8
Mountain whitefish,170102060312,4,13
Mountain whitefish,170102060402,1,3
Mountain whitefish,170102060403,1,3
Mountain whitefish,170102060408,5,13
Mountain whitefish,170102060409,2,16
Mountain whitefish,170102060410,3,11
Mountain whitefish,170102060411,1,4
Mountain whitefish,170102060412,8,23
Mountain whitefish,170102060502,2,15
Mountain whitefish,170102060503,2,4
Mountain whitefish,170102060504,1,0
Mountain whitefish,170102060506,4,7
Mountain whitefish,170102060507,4,10
Mountain whitefish,170102060508,2,10
Mountain whitefish,170102060509,5,12
Mountain whitefish,170102060601,1,4
Mountain whitefish,170102060602,6,31
Mountain whitefish,170102060603,5,11
Mountain whitefish,170102060604,1,2
Mountain whitefish,170102060605,5,10
Mountain whitefish,170102060607,6,18
Mountain whitefish,170102070101,3,9
Mountain whitefish,170102070102,1,0
Mountain whitefish,170102070103,3,13
Mountain whitefish,170102070105,3,13
Mountain whitefish,170102070106,4,11
Mountain whitefish,170102070107,8,27
Mountain whitefish,170102070201,2,14
Mountain whitefish,170102070202,5,12
Mountain whitefish,170102070203,3,11
Mountain whitefish,170102070205,1,2
Mountain whitefish,170102070206,3,10
Mountain whitefish,170102070207,5,13
Mountain whitefish,170102070301,9,21
Mountain whitefish,170102070302,1,5
Mountain whitefish,170102070303,5,16
Mountain whitefish,170102070304,5,15
Mountain whitefish,170102070305,3,9
Mountain whitefish,170102070306,3,19
Mountain whitefish,170102070307,3,9
Mountain whitefish,170102070401,1,1
Mountain whitefish,170102070402,5,13
Mountain whitefish,170102070403,4,8
Mountain whitefish,170102070404,3,12
Mountain whitefish,170102070405,8,24
Mountain whitefish,170102070501,2,14
Mountain whitefish,170102070502,4,14
Mountain whitefish,170102070505,2,7
Mountain whitefish,170102080101,1,0
Mountain whitefish,170102080102,4,8
Mountain whitefish,170102080105,5,9
Mountain whitefish,170102080108,2,23
Mountain whitefish,170102080201,7,14
Mountain whitefish,170102080203,6,19
Mountain whitefish,170102080204,2,7
Mountain whitefish,170102080205,6,21
Mountain whitefish,170102080208,1,9
Mountain whitefish,170102080501,1,0
Mountain whitefish,170102090101,2,10
Mountain whitefish,170102090103,1,0
Mountain whitefish,170102090105,1,4
Mountain whitefish,170102090106,3,10
Mountain whitefish,170102090107,3,10
Mountain whitefish,170102090201,3,2
Mountain whitefish,170102090202,4,14
Mountain whitefish,170102090204,3,9
Mountain whitefish,170102090206,1,7
Mountain whitefish,170102090208,1,1
Mountain whitefish,170102090209,1,0
Mountain whitefish,170102090210,2,7
Mountain whitefish,170102090301,1,5
Mountain whitefish,170102090302,4,7
Mountain whitefish,170102090303,3,18
Mountain whitefish,170102090304,3,12
Mountain whitefish,170102090306,1,5
Mountain whitefish,170102090403,1,2
Mountain whitefish,170102090406,1,18
Mountain whitefish,170102090502,4,8
Mountain whitefish,170102090503,7,11
Mountain whitefish,170102090504,3,12
Mountain whitefish,170102090505,4,10
Mountain whitefish,170102090506,1,3
Mountain whitefish,170102090507,2,17
Mountain whitefish,170102090508,2,4
Mountain whitefish,170102090509,4,7
Mountain whitefish,170102090601,2,13
Mountain whitefish,170102090602,5,6
Mountain whitefish,170102090603,6,7
Mountain whitefish,170102090604,3,8
Mountain whitefish,170102090605,1,1
Mountain whitefish,170102090702,2,7
Mountain whitefish,170102090703,2,5
Mountain whitefish,170102090704,2,6
Mountain whitefish,170102090705,2,7
Mountain whitefish,170102090707,3,5
Mountain whitefish,170102100103,4,10
Mountain whitefish,170102100105,1,0
Mountain whitefish,170102100106,1,0
Mountain whitefish,170102100107,3,9
Mountain whitefish,170102100308,2,9
Mountain whitefish,170102100401,1,17
Mountain whitefish,170102100403,2,22
Mountain whitefish,170102100501,1,0
Mountain whitefish,170102100503,1,3
Mountain whitefish,170102100505,3,13
Mountain whitefish,170102100506,1,0
Mountain whitefish,170102100508,3,6
Mountain whitefish,170102100509,1,18
Mountain whitefish,170102110101,1,0
Mountain whitefish,170102110102,4,4
Mountain whitefish,170102110103,8,10
Mountain whitefish,170102110104,1,0
Mountain whitefish,170102110105,2,6
Mountain whitefish,170102110106,4,11
Mountain whitefish,170102110201,2,6
Mountain whitefish,170102110204,1,0
Mountain whitefish,170102110205,3,12
Mountain whitefish,170102110207,2,3
Mountain whitefish,170102110302,1,6
Mountain whitefish,170102110304,1,2
Mountain whitefish,170102110305,3,1
Mountain whitefish,170102110307,4,14
Mountain whitefish,170102110308,3,4
Mountain whitefish,170102110401,3,0
Mountain whitefish,170102110402,2,15
Mountain whitefish,170102120605,2,6
Mountain whitefish,170102120810,1,4
Mountain whitefish,170102130201,1,1
Mountain whitefish,170102130203,1,0
Mountain whitefish,170102130204,1,0
Mountain whitefish,170102130205,8,5
Mountain whitefish,170102130302,1,1
Mountain whitefish,170102130303,2,6
Mountain whitefish,170102130304,1,0
Mountain whitefish,170102130305,3,7
Mountain whitefish,170102130404,7,10
Mountain whitefish,170102130405,9,8
Mountain whitefish,170102130406,8,11
Mountain whitefish,170102130407,2,7
Mountain whitefish,170102130503,5,6
Mountain whitefish,170102130509,1,1
Mountain whitefish,170102130510,2,14
Mountain whitefish,170102130512,2,8
Mountain whitefish,170102130513,3,11
Mountain whitefish,170102130514,4,0
Mountain whitefish,170102130602,3,1
Mountain whitefish,170102130605,3,0
Mountain whitefish,170102130606,3,0
Mountain whitefish,170102130607,7,11
Mountain whitefish,170102130702,1,3
Mountain whitefish,170102130703,2,3
Mountain whitefish,170102130704,7,13
Mountain whitefish,170102130803,7,4
Mountain whitefish,170102130901,5,4
Mountain whitefish,170102130902,6,5
Mountain whitefish,170102130904,1,0
Mountain whitefish,170102130905,1,0
Mountain whitefish,170102131004,13,13
Mountain whitefish,170102131005,1,1
Mountain whitefish,170102131006,4,2
Mountain whitefish,170102131101,2,0
Mountain whitefish,170102131102,11,15
Mountain whitefish,170102131103,8,6
Mountain whitefish,170102131104,6,9
Mountain whitefish,170102131302,3,1
Mountain whitefish,170102131305,3,2
Mountain whitefish,170102131306,2,0
Northern pike,170102030910,1,0
Northern pike,170102031004,4,4
Northern pike,170102031104,20,10
Northern pike,170102031107,8,11
Northern pike,170102031108,10,6
Northern pike,170102031202,4,8
Northern pike,170102031203,1,6
Northern pike,170102031207,2,15
Northern pike,170102031307,2,5
Northern pike,170102031308,1,8
Northern pike,170102040104,5,17
Northern pike,170102040205,2,10
Northern pike,170102040208,1,0
Northern pike,170102040210,1,14
Northern pike,170102040508,1,0
Northern pike,170102040601,1,11
Northern pike,170102040602,1,10
Northern pike,170102040603,2,4
Northern pike,170102040606,2,6
Northern pike,170102040609,2,5
Northern pike,170102040612,1,5
Northern pike,170102040801,1,4
Northern pike,170102040803,2,8
Northern pike,170102040805,1,7
Northern pike,170102040806,1,9
Northern pike,170102040807,1,12
Northern pike,170102051105,1,1
Northern pike,170102051203,2,6
Northern pike,170102051305,2,4
Northern pike,170102051506,1,10
Northern pike,170102051508,1,8
Northern pike,170102051603,1,12
Northern pike,170102080101,2,0
Northern pike,170102080102,3,8
Northern pike,170102080105,3,6
Northern pike,170102080205,4,17
Northern pike,170102080208,1,9
Northern pike,170102080501,3,4
Northern pike,170102100103,4,4
Northern pike,170102100105,2,2
Northern pike,170102100106,1,0
Northern pike,170102100107,3,9
Northern pike,170102100308,3,9
Northern pike,170102100401,1,17
Northern pike,170102100403,2,22
Northern pike,170102100508,3,6
Northern pike,170102100509,1,18
Northern pike,170102110401,2,0
Northern pike,170102110402,3,17
Northern pike,170102120301,2,4
Northern pike,170102120305,1,14
Northern pike,170102120605,4,13
Northern pike,170102120606,1,8
Northern pike,170102120607,1,9
Northern pike,170102120802,1,9
Northern pike,170102120809,1,10
Northern pike,170102120810,4,7
Northern pike,170102130503,5,6
Northern pike,170102130505,2,3
Northern pike,170102130506,1,2
Northern pike,170102130510,4,14
Northern pike,170102130512,1,8
Northern pike,170102130514,2,0
Northern pike,170102130902,4,5
Northern pike,170102131006,1,5
Northern pike,170102131302,6,2
Northern pike,170102131303,5,5
Northern pikeminnow,170101011211,8,16
Northern pikeminnow,170101011505,5,12
Northern pikeminnow,170101011602,1,0
Northern pikeminnow,170101011603,4,7
Northern pikeminnow,170101011604,1,0
Northern pikeminnow,170101011605,16,12
Northern pikeminnow,170101011707,11,16
Northern pikeminnow,170101020101,2,8
Northern pikeminnow,170101020103,1,0
Northern pikeminnow,170101020104,3,9
Northern pikeminnow,170101020105,3,12
Northern pikeminnow,170101020108,6,13
Northern pikeminnow,170101020202,2,0
Northern pikeminnow,170101020306,2,0
Northern pikeminnow,170101020402,2,10
Northern pikeminnow,170101020405,2,11
Northern pikeminnow,170101020406,4,12
Northern pikeminnow,170101030505,4,9
Northern pikeminnow,170101040203,5,6
Northern pikeminnow,170102010401,2,5
Northern pikeminnow,170102010407,1,2
Northern pikeminnow,170102010708,1,0
Northern pikeminnow,170102010801,1,0
Northern pikeminnow,170102010802,1,0
Northern pikeminnow,170102010803,1,0
Northern pikeminnow,170102010807,1,13
Northern pikeminnow,170102010809,1,6
Northern pikeminnow,170102010810,1,6
Northern pikeminnow,170102020605,2,1
Northern pikeminnow,170102020611,1,0
Northern pikeminnow,170102020613,2,10
Northern pikeminnow,170102021202,1,9
Northern pikeminnow,170102021203,1,4
Northern pikeminnow,170102021205,3,6
Northern pikeminnow,170102021208,1,8
Northern pikeminnow,170102021210,1,6
Northern pikeminnow,170102021303,1,10
Northern pikeminnow,170102021306,1,9
Northern pikeminnow,170102021402,2,5
Northern pikeminnow,170102030307,1,0
Northern pikeminnow,170102030308,2,4
Northern pikeminnow,170102030310,3,15
Northern pikeminnow,170102030406,1,0
Northern pikeminnow,170102030407,3,6
Northern pikeminnow,170102030415,9,20
Northern pikeminnow,170102030703,2,4
Northern pikeminnow,170102030706,1,6
Northern pikeminnow,170102030903,4,25
Northern pikeminnow,170102030905,6,10
Northern pikeminnow,170102030907,5,6
Northern pikeminnow,170102030910,3,9
Northern pikeminnow,170102031004,9,4
Northern pikeminnow,170102031104,9,5
Northern pikeminnow,170102031107,3,9
Northern pikeminnow,170102031108,7,2
Northern pikeminnow,170102031201,2,1
Northern pikeminnow,170102031202,5,8
Northern pikeminnow,170102031203,2,6
Northern pikeminnow,170102031207,2,15
Northern pikeminnow,170102031307,2,5
Northern pikeminnow,170102031308,1,8
Northern pikeminnow,170102040104,2,2
Northern pikeminnow,170102040205,1,1
Northern pikeminnow,170102040603,1,3
Northern pikeminnow,170102040606,2,6
Northern pikeminnow,170102040609,2,5
Northern pikeminnow,170102040612,1,5
Northern pikeminnow,170102040801,1,4
Northern pikeminnow,170102040803,2,8
Northern pikeminnow,170102040805,1,7
Northern pikeminnow,170102040806,1,9
Northern pikeminnow,170102040807,1,12
Northern pikeminnow,170102050802,1,0
Northern pikeminnow,170102050803,1,1
Northern pikeminnow,170102050806,1,9
Northern pikeminnow,170102050807,2,12
Northern pikeminnow,170102050904,2,1
Northern pikeminnow,170102051002,1,0
Northern pikeminnow,170102051003,4,3
Northern pikeminnow,170102051006,1,0
Northern pikeminnow,170102051007,3,9
Northern pikeminnow,170102051105,2,6
Northern pikeminnow,170102051203,2,6
Northern pikeminnow,170102051301,1,0
Northern pikeminnow,170102051302,1,0
Northern pikeminnow,170102051305,5,6
Northern pikeminnow,170102051503,7,4
Northern pikeminnow,170102051506,2,10
Northern pikeminnow,170102051507,1,4
Northern pikeminnow,170102051508,2,13
Northern pikeminnow,170102051603,1,12
Northern pikeminnow,170102060503,4,5
Northern pikeminnow,170102060509,1,2
Northern pikeminnow,170102060602,1,2
Northern pikeminnow,170102060607,1,0
Northern pikeminnow,170102080101,1,0
Northern pikeminnow,170102080102,4,8
Northern pikeminnow,170102080105,5,9
Northern pikeminnow,170102080108,2,23
Northern pikeminnow,170102080203,5,19
Northern pikeminnow,170102080204,1,3
Northern pikeminnow,170102080205,6,21
Northern pikeminnow,170102080208,1,9
Northern pikeminnow,170102080501,3,4
Northern pikeminnow,170102090403,1,2
Northern pikeminnow,170102090406,1,18
Northern pikeminnow,170102090505,2,10
Northern pikeminnow,170102090509,2,7
Northern pikeminnow,170102090602,3,3
Northern pikeminnow,170102090603,1,0
Northern pikeminnow,170102100103,5,10
Northern pikeminnow,170102100105,2,2
Northern pikeminnow,170102100106,1,0
Northern pikeminnow,170102100107,5,12
Northern pikeminnow,170102100308,2,9
Northern pikeminnow,170102100401,1,17
Northern pikeminnow,170102100403,2,22
Northern pikeminnow,170102100508,3,6
Northern pikeminnow,170102100509,1,18
Northern pikeminnow,170102110101,1,0
Northern pikeminnow,170102110102,4,4
Northern pikeminnow,170102110103,3,4
Northern pikeminnow,170102110105,1,0
Northern pikeminnow,170102110106,3,11
Northern pikeminnow,170102110201,1,0
Northern pikeminnow,170102110203,1,3
Northern pikeminnow,170102110204,1,0
Northern pikeminnow,170102110205,2,12
Northern pikeminnow,170102110207,2,3
Northern pikeminnow,170102110302,1,6
Northern pikeminnow,170102110305,1,0
Northern pikeminnow,170102110307,3,14
Northern pikeminnow,170102110308,3,4
Northern pikeminnow,170102110401,3,0
Northern pikeminnow,170102110402,4,18
Northern pikeminnow,170102120102,1,1
Northern pikeminnow,170102120301,2,4
Northern pikeminnow,170102120305,1,14
Northern pikeminnow,170102120605,4,13
Northern pikeminnow,170102120606,1,8
Northern pikeminnow,170102120607,1,9
Northern pikeminnow,170102120802,1,9
Northern pikeminnow,170102120809,1,10
Northern pikeminnow,170102120810,4,7
Northern pikeminnow,170102130102,1,4
Northern pikeminnow,170102130105,1,5
Northern pikeminnow,170102130503,5,6
Northern pikeminnow,170102130509,4,4
Northern pikeminnow,170102130510,2,14
Northern pikeminnow,170102130512,1,8
Northern pikeminnow,170102130514,2,0
Northern pikeminnow,170102130902,4,5
Northern pikeminnow,170102131006,1,5
Northern pikeminnow,170102131102,1,0
Northern pikeminnow,170102131103,1,0
Northern pikeminnow,170102131104,5,7
Northern pikeminnow,170102131302,3,1
Northern pikeminnow,170102131303,3,5
Northern pikeminnow,170102131306,1,0
Pacific lamprey,170601030103,7,7
Pacific lamprey,170601030104,7,5
Pacific lamprey,170601030105,3,7
Pacific lamprey,170601030303,4,11
Pacific lamprey,170601030305,2,7
Pacific lamprey,170601030307,6,11
Pacific lamprey,170602030507,1,0
Pacific lamprey,170602030701,1,6
Pacific lamprey,170602030702,1,0
Pacific lamprey,170602030705,2,5
Pacific lamprey,170602030802,2,9
Pacific lamprey,170602030804,1,7
Pacific lamprey,170602031302,2,7
Pacific lamprey,170602031303,3,5
Pacific lamprey,170602050906,1,3
Pacific lamprey,170602051202,3,0
Pacific lamprey,170602060402,2,10
Pacific lamprey,170602060404,1,6
Pacific lamprey,170602060409,2,11
Pacific lamprey,170602061001,1,6
Pacific lamprey,170602061003,1,8
Pacific lamprey,170602061005,3,4
Pacific lamprey,170602070202,3,8
Pacific lamprey,170602070203,1,4
Pacific lamprey,170602070205,1,0
Pacific lamprey,170602070206,5,12
Pacific lamprey,170602070502,1,6
Pacific lamprey,170602070503,2,5
Pacific lamprey,170602070504,3,5
Pacific lamprey,170602070701,4,5
Pacific lamprey,170602070703,1,5
Pacific lamprey,170602070704,1,5
Pacific lamprey,170602070707,2,10
Pacific lamprey,170602071002,1,0
Pacific lamprey,170602071101,2,9
Pacific lamprey,170602071103,2,8
Pacific lamprey,170602071105,2,7
Pacific lamprey,170602071107,2,4
Pacific lamprey,170602080608,1,0
Pacific lamprey,170602090203,4,10
Pacific lamprey,170602090206,2,9
Pacific lamprey,170602090402,2,10
Pacific lamprey,170602090403,1,4
Pacific lamprey,170602090405,1,6
Pacific lamprey,170602090501,2,8
Pacific lamprey,170602090504,2,5
Pacific lamprey,170602090802,2,16
Pacific lamprey,170602090901,2,8
Pacific lamprey,170602090905,2,16
Pacific lamprey,170602091003,1,0
Pacific lamprey,170602091004,3,14
Pacific lamprey,170603010703,2,1
Pacific lamprey,170603010705,3,11
Pacific lamprey,170603020202,1,8
Pacific lamprey,170603020206,3,13
Pacific lamprey,170603020402,1,7
Pacific lamprey,170603020403,1,5
Pacific lamprey,170603020405,4,7
Pacific lamprey,170603030503,1,3
Pacific lamprey,170603030504,2,11
Pacific lamprey,170603030506,2,9
Pacific lamprey,170603030603,1,0
Pacific lamprey,170603030704,1,14
Pacific lamprey,170603030708,2,10
Pacific lamprey,170603040201,1,10
Pacific lamprey,170603040203,5,13
Pacific lamprey,170603050104,2,5
Pacific lamprey,170603050501,1,10
Pacific lamprey,170603050502,2,6
Pacific lamprey,170603050505,1,6
Pacific lamprey,170603050507,2,6
Pacific lamprey,170603050701,2,0
Pacific lamprey,170603050703,2,11
Pacific lamprey,170603050704,2,12
Pacific lamprey,170603050806,1,0
Pacific lamprey,170603050903,2,12
Pacific lamprey,170603060501,2,8
Pacific lamprey,170603060503,1,13
Pacific lamprey,170603060504,1,13
Pacific lamprey,170603061302,3,12
Pacific lamprey,170603061305,1,13
Pacific lamprey,170603061308,2,15
Pacific lamprey,170701010206,1,1
Pacific lamprey,170701010207,1,3
Pacific lamprey,170701010601,2,5
Pacific lamprey,170701010602,1,8
Pacific lamprey,170701010603,1,6
Pacific lamprey,170701010904,1,6
Pacific lamprey,170701010905,1,6
Pacific lamprey,170701011401,1,6
Pacific lamprey,170701011403,1,11
Pacific lamprey,170701011405,1,5
Pacific lamprey,170701011407,1,9
Pacific lamprey,170701011408,3,12
Pacific lamprey,170701050103,3,14
Pacific lamprey,170701050401,2,11
Pacific lamprey,170701050406,1,1
Pacific lamprey,170702040105,3,16
Pacific lamprey,170702040109,2,9
Pacific lamprey,170702040201,1,3
Pacific lamprey,170702040203,1,6
Pacific lamprey,170702040206,1,9
Pacific lamprey,170702040207,2,6
Pacific lamprey,170702040401,1,6
Pacific lamprey,170702040404,1,13
Pacific lamprey,170702040409,1,5
Pacific lamprey,170702040701,1,6
Pacific lamprey,170702040702,1,9
Pacific lamprey,170702040703,1,13
Pacific lamprey,170702040901,1,12
Pacific lamprey,170702040907,1,19
Pacific lamprey,170702041002,1,14
Pacific lamprey,170702041005,1,18
Pacific lamprey,170702041401,1,7
Pacific lamprey,170702041402,1,6
Pacific lamprey,170702041403,1,8
Pacific lamprey,170800010703,2,2
Pacific lamprey,170800010801,2,2
Pacific lamprey,170800010802,4,5
Pacific lamprey,170800010803,3,5
Pacific lamprey,170800010804,1,7
Pacific lamprey,170800030200,1,0
Pacific lamprey,170800030900,1,20
Pacific lamprey,170800060500,2,14
Pacific lamprey,170900020204,2,9
Pacific lamprey,170900020205,3,12
Pacific lamprey,170900020401,1,0
Pacific lamprey,170900030403,1,0
Pacific lamprey,170900030601,6,20
Pacific lamprey,170900030602,1,13
Pacific lamprey,170900030604,1,12
Pacific lamprey,170900030605,2,9
Pacific lamprey,170900030609,2,13
Pacific lamprey,170900030610,2,5
Pacific lamprey,170900030611,4,8
Pacific lamprey,170900040706,1,3
Pacific lamprey,170900070101,2,5
Pacific lamprey,170900070107,1,15
Pacific lamprey,170900070301,2,5
Pacific lamprey,170900070303,4,10
Pacific lamprey,170900070304,2,19
Pacific lamprey,170900070307,2,10
Pacific lamprey,170900070401,1,5
Pacific lamprey,170900070402,1,4
Pacific lamprey,170900070404,1,1
Pacific lamprey,170900070405,4,11
Pacific lamprey,170900080202,1,1
Pacific lamprey,170900090502,2,3
Pacific lamprey,170900110205,1,4
Pacific lamprey,170900110401,1,13
Pacific lamprey,170900110406,5,14
Pacific lamprey,170900110603,10,6
Pacific lamprey,170900120104,1,6
Pacific lamprey,170900120202,1,18
Peamouth,170101011211,9,16
Peamouth,170101011505,5,12
Peamouth,170101011605,6,1
Peamouth,170101011707,10,16
Peamouth,170101020406,2,0
Peamouth,170101040203,4,6
Peamouth,170102030910,1,0
Peamouth,170102031004,7,4
Peamouth,170102031104,9,5
Peamouth,170102031107,6,9
Peamouth,170102031108,4,1
Peamouth,170102031203,2,6
Peamouth,170102031207,2,15
Peamouth,170102031307,2,5
Peamouth,170102031308,1,8
Peamouth,170102040104,2,2
Peamouth,170102040205,1,1
Peamouth,170102051305,1,2
Peamouth,170102051506,1,10
Peamouth,170102051508,1,8
Peamouth,170102051603,1,12
Peamouth,170102080101,1,0
Peamouth,170102080102,4,8
Peamouth,170102080105,5,9
Peamouth,170102080108,2,23
Peamouth,170102080203,5,19
Peamouth,170102080205,6,21
Peamouth,170102080208,1,9
Peamouth,170102080501,3,4
Peamouth,170102100103,5,10
Peamouth,170102100105,2,2
Peamouth,170102100106,1,0
Peamouth,170102100107,4,11
Peamouth,170102100308,2,9
Peamouth,170102100401,1,17
Peamouth,170102100403,2,22
Peamouth,170102100508,3,6
Peamouth,170102100509,1,18
Peamouth,170102110204,1,0
Peamouth,170102110205,1,2
Peamouth,170102110207,1,0
Peamouth,170102110305,1,0
Peamouth,170102110307,2,13
Peamouth,170102110308,3,4
Peamouth,170102110401,3,0
Peamouth,170102110402,2,15
Peamouth,170102120101,2,5
Peamouth,170102120102,1,8
Peamouth,170102120104,1,4
Peamouth,170102120301,2,4
Peamouth,170102120305,1,14
Peamouth,170102120605,4,13
Peamouth,170102120606,1,8
Peamouth,170102120607,1,9
Peamouth,170102120802,1,9
Peamouth,170102120809,1,10
Peamouth,170102120810,4,7
Peamouth,170102130503,1,0
Peamouth,170102130514,2,0
Peamouth,170102130902,4,5
Peamouth,170102131006,1,5
Peamouth,170102131303,3,5
Pink salmon,170200160106,1,7
Pink salmon,170200160108,1,12
Pink salmon,170200160201,3,11
Pink salmon,170200160204,2,8
Pink salmon,170200160206,2,12
Pink salmon,170200160601,2,9
Pink salmon,170200160602,1,7
Pink salmon,170200160604,5,14
Pink salmon,170701010102,4,7
Pink salmon,170701010103,1,3
Pink salmon,170701010201,1,8
Pink salmon,170701010204,1,4
Pink salmon,170701010206,2,7
Pink salmon,170701010207,1,3
Pink salmon,170701010601,2,5
Pink salmon,170701010602,1,8
Pink salmon,170701010603,1,6
Pink salmon,170701010904,2,7
Pink salmon,170701010905,2,12
Pink salmon,170701011401,1,6
Pink salmon,170701011403,1,11
