SPECIES,HUC12,FREQUENCY,Habitat_Miles
Pink salmon,170701011405,1,5
Pink salmon,170701011407,1,9
Pink salmon,170701011408,2,12
Pink salmon,170701050103,4,17
Pink salmon,170701050401,3,11
Pink salmon,170701050406,3,12
Pink salmon,170701051105,4,11
Pink salmon,170701051106,1,14
Pink salmon,170701051204,5,9
Pink salmon,170800010801,8,6
Pink salmon,170800010802,8,8
Pink salmon,170800010803,4,7
Pink salmon,170800010804,6,16
Pink salmon,170800030104,5,4
Pink salmon,170800030200,7,35
Pink salmon,170800030900,8,76
Pink salmon,170800060500,3,29
Pumpkinseed,170101011505,1,5
Pumpkinseed,170101011605,3,1
Pumpkinseed,170101011707,1,0
Pumpkinseed,170102010810,2,0
Pumpkinseed,170102020602,1,6
Pumpkinseed,170102020605,3,8
Pumpkinseed,170102020611,1,0
Pumpkinseed,170102020613,2,10
Pumpkinseed,170102021306,1,0
Pumpkinseed,170102021402,2,11
Pumpkinseed,170102021404,1,9
Pumpkinseed,170102021405,3,8
Pumpkinseed,170102031004,1,0
Pumpkinseed,170102031104,19,10
Pumpkinseed,170102031107,5,9
Pumpkinseed,170102031108,4,1
Pumpkinseed,170102040104,5,17
Pumpkinseed,170102040205,2,10
Pumpkinseed,170102040208,1,0
Pumpkinseed,170102040210,1,14
Pumpkinseed,170102040508,1,0
Pumpkinseed,170102040601,1,11
Pumpkinseed,170102040602,1,10
Pumpkinseed,170102040603,2,4
Pumpkinseed,170102040606,2,6
Pumpkinseed,170102040609,2,5
Pumpkinseed,170102040612,1,5
Pumpkinseed,170102040801,1,4
Pumpkinseed,170102040803,2,8
Pumpkinseed,170102040805,1,7
Pumpkinseed,170102040806,1,9
Pumpkinseed,170102040807,1,12
Pumpkinseed,170102051301,1,0
Pumpkinseed,170102051302,1,0
Pumpkinseed,170102051305,2,2
Pumpkinseed,170102051506,1,10
Pumpkinseed,170102051508,1,8
Pumpkinseed,170102051603,1,12
Pumpkinseed,170102080205,3,12
Pumpkinseed,170102080208,1,9
Pumpkinseed,170102130503,4,6
Pumpkinseed,170102130510,2,14
Pumpkinseed,170102130512,1,8
Pumpkinseed,170102130902,3,4
Pygmy whitefish,170102031104,3,1
Pygmy whitefish,170102080203,5,19
Pygmy whitefish,170102080205,4,16
Pygmy whitefish,170102080208,1,9
Pygmy whitefish,170102080501,1,0
Pygmy whitefish,170102110402,1,0
Rainbow trout,170101010701,3,5
Rainbow trout,170101010702,4,8
Rainbow trout,170101010703,3,2
Rainbow trout,170101010704,7,20
Rainbow trout,170101010705,3,9
Rainbow trout,170101010706,1,0
Rainbow trout,170101010707,4,19
Rainbow trout,170101010801,4,4
Rainbow trout,170101010802,2,4
Rainbow trout,170101010803,6,9
Rainbow trout,170101010804,1,10
Rainbow trout,170101010805,1,0
Rainbow trout,170101010806,3,14
Rainbow trout,170101010902,1,1
Rainbow trout,170101010906,1,8
Rainbow trout,170101010907,3,15
Rainbow trout,170101010908,1,0
Rainbow trout,170101011001,3,12
Rainbow trout,170101011002,6,27
Rainbow trout,170101011003,13,35
Rainbow trout,170101011102,5,9
Rainbow trout,170101011104,2,0
Rainbow trout,170101011105,1,5
Rainbow trout,170101011201,2,8
Rainbow trout,170101011202,6,8
Rainbow trout,170101011203,2,7
Rainbow trout,170101011204,3,7
Rainbow trout,170101011205,2,10
Rainbow trout,170101011206,1,2
Rainbow trout,170101011207,3,8
Rainbow trout,170101011208,8,3
Rainbow trout,170101011209,4,12
Rainbow trout,170101011210,2,4
Rainbow trout,170101011211,14,21
Rainbow trout,170101011301,10,11
Rainbow trout,170101011303,3,6
Rainbow trout,170101011304,5,13
Rainbow trout,170101011305,5,14
Rainbow trout,170101011401,3,3
Rainbow trout,170101011402,9,15
Rainbow trout,170101011403,5,11
Rainbow trout,170101011501,5,12
Rainbow trout,170101011502,4,8
Rainbow trout,170101011503,3,11
Rainbow trout,170101011504,3,4
Rainbow trout,170101011505,12,17
Rainbow trout,170101011602,3,6
Rainbow trout,170101011603,6,7
Rainbow trout,170101011604,2,3
Rainbow trout,170101011605,16,16
Rainbow trout,170101011701,1,10
Rainbow trout,170101011703,1,1
Rainbow trout,170101011704,5,9
Rainbow trout,170101011705,3,4
Rainbow trout,170101011706,3,8
Rainbow trout,170101011707,16,17
Rainbow trout,170101020105,7,11
Rainbow trout,170101020106,3,2
Rainbow trout,170101020107,2,3
Rainbow trout,170101020108,5,13
Rainbow trout,170101020201,6,15
Rainbow trout,170101020202,5,4
Rainbow trout,170101020301,2,6
Rainbow trout,170101020302,2,1
Rainbow trout,170101020304,1,1
Rainbow trout,170101020305,1,1
Rainbow trout,170101020306,1,0
Rainbow trout,170101020401,12,15
Rainbow trout,170101020402,4,11
Rainbow trout,170101020404,1,2
Rainbow trout,170101020405,3,13
Rainbow trout,170101020406,4,12
Rainbow trout,170101030305,4,11
Rainbow trout,170101030402,4,12
Rainbow trout,170101030403,1,0
Rainbow trout,170101030404,1,1
Rainbow trout,170101030405,4,18
Rainbow trout,170101030501,1,0
Rainbow trout,170101030502,2,5
Rainbow trout,170101030503,2,6
Rainbow trout,170101030504,2,5
Rainbow trout,170101030505,11,22
Rainbow trout,170101040201,1,12
Rainbow trout,170101040203,6,6
Rainbow trout,170101050203,1,1
Rainbow trout,170102010206,1,1
Rainbow trout,170102010208,8,19
Rainbow trout,170102010209,1,0
Rainbow trout,170102010301,2,0
Rainbow trout,170102010302,4,1
Rainbow trout,170102010304,5,9
Rainbow trout,170102010305,6,5
Rainbow trout,170102010401,6,15
Rainbow trout,170102010406,3,6
Rainbow trout,170102010407,3,9
Rainbow trout,170102010507,1,0
Rainbow trout,170102010601,2,2
Rainbow trout,170102010603,2,9
Rainbow trout,170102010604,1,0
Rainbow trout,170102010605,1,0
Rainbow trout,170102010608,1,0
Rainbow trout,170102010611,4,17
Rainbow trout,170102010702,1,4
Rainbow trout,170102010703,1,7
Rainbow trout,170102010707,1,8
Rainbow trout,170102010708,3,7
Rainbow trout,170102010801,10,19
Rainbow trout,170102010802,1,0
Rainbow trout,170102010803,1,0
Rainbow trout,170102010807,2,13
Rainbow trout,170102010808,3,5
Rainbow trout,170102010809,1,6
Rainbow trout,170102010810,5,8
Rainbow trout,170102020101,1,1
Rainbow trout,170102020102,1,8
Rainbow trout,170102020103,4,2
Rainbow trout,170102020105,5,8
Rainbow trout,170102020201,2,1
Rainbow trout,170102020202,3,8
Rainbow trout,170102020204,4,11
Rainbow trout,170102020301,1,1
Rainbow trout,170102020502,3,6
Rainbow trout,170102020503,1,0
Rainbow trout,170102020504,1,7
Rainbow trout,170102020506,2,4
Rainbow trout,170102020602,2,6
Rainbow trout,170102020605,3,8
Rainbow trout,170102020611,1,0
Rainbow trout,170102020613,2,10
Rainbow trout,170102020701,1,0
Rainbow trout,170102020703,5,9
Rainbow trout,170102020805,6,6
Rainbow trout,170102020903,6,6
Rainbow trout,170102021004,4,4
Rainbow trout,170102021102,2,3
Rainbow trout,170102021202,6,11
Rainbow trout,170102021203,2,4
Rainbow trout,170102021204,2,1
Rainbow trout,170102021205,4,6
Rainbow trout,170102021206,1,1
Rainbow trout,170102021207,5,5
Rainbow trout,170102021208,4,9
Rainbow trout,170102021209,1,1
Rainbow trout,170102021210,3,7
Rainbow trout,170102021301,1,3
Rainbow trout,170102021302,1,1
Rainbow trout,170102021303,7,15
Rainbow trout,170102021304,2,2
Rainbow trout,170102021305,3,3
Rainbow trout,170102021306,3,10
Rainbow trout,170102021402,3,11
Rainbow trout,170102021403,8,7
Rainbow trout,170102021404,2,9
Rainbow trout,170102021405,4,9
Rainbow trout,170102030103,2,1
Rainbow trout,170102030310,1,2
Rainbow trout,170102030401,1,5
Rainbow trout,170102030404,3,3
Rainbow trout,170102030405,2,3
Rainbow trout,170102030406,6,5
Rainbow trout,170102030407,5,7
Rainbow trout,170102030415,7,19
Rainbow trout,170102030601,3,5
Rainbow trout,170102030602,3,8
Rainbow trout,170102030603,8,21
Rainbow trout,170102030604,10,20
Rainbow trout,170102030701,1,0
Rainbow trout,170102030702,3,11
Rainbow trout,170102030703,13,12
Rainbow trout,170102030704,2,1
Rainbow trout,170102030705,1,0
Rainbow trout,170102030706,10,14
Rainbow trout,170102030801,1,2
Rainbow trout,170102030802,2,4
Rainbow trout,170102030803,5,4
Rainbow trout,170102030804,9,11
Rainbow trout,170102030903,4,25
Rainbow trout,170102030905,10,13
Rainbow trout,170102030906,4,4
Rainbow trout,170102030907,7,6
Rainbow trout,170102030909,2,2
Rainbow trout,170102030910,5,9
Rainbow trout,170102031001,1,0
Rainbow trout,170102031002,4,8
Rainbow trout,170102031004,11,5
Rainbow trout,170102031102,7,8
Rainbow trout,170102031104,15,8
Rainbow trout,170102031105,1,0
Rainbow trout,170102031107,8,11
Rainbow trout,170102031108,9,5
Rainbow trout,170102031201,8,8
Rainbow trout,170102031202,5,8
Rainbow trout,170102031203,2,6
Rainbow trout,170102031205,6,7
Rainbow trout,170102031206,5,4
Rainbow trout,170102031207,5,15
Rainbow trout,170102031301,4,3
Rainbow trout,170102031302,2,2
Rainbow trout,170102031303,7,7
Rainbow trout,170102031307,18,17
Rainbow trout,170102031308,5,10
Rainbow trout,170102040101,8,14
Rainbow trout,170102040102,14,13
Rainbow trout,170102040103,6,8
Rainbow trout,170102040104,10,21
Rainbow trout,170102040205,2,10
Rainbow trout,170102040208,9,13
Rainbow trout,170102040209,6,6
Rainbow trout,170102040210,2,15
Rainbow trout,170102040301,10,6
Rainbow trout,170102040302,9,6
Rainbow trout,170102040303,19,12
Rainbow trout,170102040304,12,10
Rainbow trout,170102040305,1,8
Rainbow trout,170102040401,1,0
Rainbow trout,170102040403,2,5
Rainbow trout,170102040404,1,0
Rainbow trout,170102040405,11,6
Rainbow trout,170102040501,1,1
Rainbow trout,170102040503,1,0
Rainbow trout,170102040504,2,0
Rainbow trout,170102040505,7,10
Rainbow trout,170102040506,5,7
Rainbow trout,170102040507,7,12
Rainbow trout,170102040508,5,9
Rainbow trout,170102040601,3,11
Rainbow trout,170102040602,2,10
Rainbow trout,170102040603,2,4
Rainbow trout,170102040605,3,6
Rainbow trout,170102040606,3,7
Rainbow trout,170102040607,6,4
Rainbow trout,170102040608,10,10
Rainbow trout,170102040609,3,5
Rainbow trout,170102040610,1,0
Rainbow trout,170102040611,8,15
Rainbow trout,170102040612,2,5
Rainbow trout,170102040701,4,5
Rainbow trout,170102040702,2,1
Rainbow trout,170102040703,8,8
Rainbow trout,170102040704,8,6
Rainbow trout,170102040705,3,3
Rainbow trout,170102040707,6,5
Rainbow trout,170102040708,9,9
Rainbow trout,170102040710,1,0
Rainbow trout,170102040711,1,2
Rainbow trout,170102040712,3,13
Rainbow trout,170102040801,1,4
Rainbow trout,170102040802,2,2
Rainbow trout,170102040803,3,8
Rainbow trout,170102040804,2,1
Rainbow trout,170102040805,2,7
Rainbow trout,170102040806,2,9
Rainbow trout,170102040807,1,12
Rainbow trout,170102050108,1,0
Rainbow trout,170102050202,1,0
Rainbow trout,170102050203,1,1
Rainbow trout,170102050204,6,7
Rainbow trout,170102050301,5,7
Rainbow trout,170102050303,2,3
Rainbow trout,170102050304,5,12
Rainbow trout,170102050305,8,15
Rainbow trout,170102050401,6,6
Rainbow trout,170102050402,2,1
Rainbow trout,170102050403,6,6
Rainbow trout,170102050404,7,6
Rainbow trout,170102050405,4,3
Rainbow trout,170102050501,5,5
Rainbow trout,170102050502,3,3
Rainbow trout,170102050503,6,12
Rainbow trout,170102050504,3,2
Rainbow trout,170102050505,3,4
Rainbow trout,170102050506,13,18
Rainbow trout,170102050601,2,2
Rainbow trout,170102050602,13,10
Rainbow trout,170102050704,2,0
Rainbow trout,170102050705,6,4
Rainbow trout,170102050801,2,1
Rainbow trout,170102050802,9,7
Rainbow trout,170102050803,6,3
Rainbow trout,170102050804,8,11
Rainbow trout,170102050805,1,4
Rainbow trout,170102050806,6,11
Rainbow trout,170102050807,4,12
Rainbow trout,170102050902,1,0
Rainbow trout,170102050903,2,6
Rainbow trout,170102050904,14,9
Rainbow trout,170102051001,3,3
Rainbow trout,170102051002,4,4
Rainbow trout,170102051003,7,3
Rainbow trout,170102051005,4,8
Rainbow trout,170102051006,4,4
Rainbow trout,170102051007,8,12
Rainbow trout,170102051101,10,14
Rainbow trout,170102051102,10,11
Rainbow trout,170102051103,1,0
Rainbow trout,170102051104,3,3
Rainbow trout,170102051105,12,16
Rainbow trout,170102051201,9,12
Rainbow trout,170102051203,4,9
Rainbow trout,170102051301,1,0
Rainbow trout,170102051302,5,3
Rainbow trout,170102051303,5,3
Rainbow trout,170102051305,4,5
Rainbow trout,170102051401,5,4
Rainbow trout,170102051402,3,2
Rainbow trout,170102051403,3,2
Rainbow trout,170102051404,5,4
Rainbow trout,170102051405,11,10
Rainbow trout,170102051406,4,3
Rainbow trout,170102051407,6,3
Rainbow trout,170102051408,12,17
Rainbow trout,170102051409,5,13
Rainbow trout,170102051501,1,0
Rainbow trout,170102051503,1,1
Rainbow trout,170102051504,5,3
Rainbow trout,170102051506,6,12
Rainbow trout,170102051508,1,8
Rainbow trout,170102051601,4,6
Rainbow trout,170102051602,11,8
Rainbow trout,170102051603,3,13
Rainbow trout,170102060506,4,7
Rainbow trout,170102060507,1,0
Rainbow trout,170102060605,1,1
Rainbow trout,170102060607,4,19
Rainbow trout,170102070207,1,0
Rainbow trout,170102070301,1,0
Rainbow trout,170102070302,1,5
Rainbow trout,170102070304,1,0
Rainbow trout,170102070305,1,9
Rainbow trout,170102070307,1,7
Rainbow trout,170102070402,2,0
Rainbow trout,170102070403,3,0
Rainbow trout,170102070405,4,18
Rainbow trout,170102070501,1,6
Rainbow trout,170102070502,3,14
Rainbow trout,170102070505,2,7
Rainbow trout,170102080101,2,1
Rainbow trout,170102080102,2,3
Rainbow trout,170102080103,4,12
Rainbow trout,170102080104,1,8
Rainbow trout,170102080105,7,9
Rainbow trout,170102080107,2,13
Rainbow trout,170102080108,3,23
Rainbow trout,170102080201,8,16
Rainbow trout,170102080203,8,23
Rainbow trout,170102080204,2,7
Rainbow trout,170102080205,7,21
Rainbow trout,170102080207,2,3
Rainbow trout,170102080208,2,13
Rainbow trout,170102080304,1,5
Rainbow trout,170102080305,5,12
Rainbow trout,170102080501,3,4
Rainbow trout,170102090606,1,6
Rainbow trout,170102090707,3,5
Rainbow trout,170102100103,4,10
Rainbow trout,170102100105,1,0
Rainbow trout,170102100106,1,0
Rainbow trout,170102100107,4,11
Rainbow trout,170102100204,3,13
Rainbow trout,170102100305,4,10
Rainbow trout,170102100306,4,9
Rainbow trout,170102100308,4,9
Rainbow trout,170102100401,1,17
Rainbow trout,170102100403,2,22
Rainbow trout,170102100501,1,1
Rainbow trout,170102100505,2,13
Rainbow trout,170102100506,1,0
Rainbow trout,170102100508,4,7
Rainbow trout,170102100509,1,18
Rainbow trout,170102110101,2,1
Rainbow trout,170102110102,4,4
Rainbow trout,170102110103,4,5
Rainbow trout,170102110104,3,2
Rainbow trout,170102110105,2,6
Rainbow trout,170102110106,5,12
Rainbow trout,170102110201,4,11
Rainbow trout,170102110202,2,4
Rainbow trout,170102110203,3,3
Rainbow trout,170102110204,5,10
Rainbow trout,170102110205,6,12
Rainbow trout,170102110206,1,6
Rainbow trout,170102110207,5,5
Rainbow trout,170102110301,1,6
Rainbow trout,170102110302,2,6
Rainbow trout,170102110303,1,1
Rainbow trout,170102110304,1,2
Rainbow trout,170102110305,3,1
Rainbow trout,170102110307,6,14
Rainbow trout,170102110308,5,7
Rainbow trout,170102110401,5,1
Rainbow trout,170102110402,4,19
Rainbow trout,170102120101,2,5
Rainbow trout,170102120102,1,8
Rainbow trout,170102120103,1,0
Rainbow trout,170102120104,3,13
Rainbow trout,170102120105,1,5
Rainbow trout,170102120106,1,5
Rainbow trout,170102120301,2,4
Rainbow trout,170102120305,1,14
Rainbow trout,170102120605,5,14
Rainbow trout,170102120606,1,8
Rainbow trout,170102120607,1,9
Rainbow trout,170102120707,1,2
Rainbow trout,170102120802,1,9
Rainbow trout,170102120809,1,10
Rainbow trout,170102120810,4,7
Rainbow trout,170102130101,1,7
Rainbow trout,170102130102,4,8
Rainbow trout,170102130104,1,5
Rainbow trout,170102130105,7,19
Rainbow trout,170102130201,4,6
Rainbow trout,170102130202,1,6
Rainbow trout,170102130203,3,4
Rainbow trout,170102130204,3,7
Rainbow trout,170102130205,12,21
Rainbow trout,170102130301,4,10
Rainbow trout,170102130302,1,2
Rainbow trout,170102130303,5,9
Rainbow trout,170102130304,1,0
Rainbow trout,170102130305,4,7
Rainbow trout,170102130402,6,9
Rainbow trout,170102130404,10,16
Rainbow trout,170102130405,8,8
Rainbow trout,170102130406,10,13
Rainbow trout,170102130407,2,7
Rainbow trout,170102130503,5,6
Rainbow trout,170102130506,2,14
Rainbow trout,170102130509,4,4
Rainbow trout,170102130510,3,14
Rainbow trout,170102130512,2,8
Rainbow trout,170102130514,3,0
Rainbow trout,170102130601,2,2
Rainbow trout,170102130602,6,3
Rainbow trout,170102130605,6,3
Rainbow trout,170102130606,5,1
Rainbow trout,170102130607,10,15
Rainbow trout,170102130703,4,3
Rainbow trout,170102130704,1,0
Rainbow trout,170102130802,1,2
Rainbow trout,170102130803,9,6
Rainbow trout,170102130901,10,5
Rainbow trout,170102130902,8,8
Rainbow trout,170102130904,6,13
Rainbow trout,170102130905,1,1
Rainbow trout,170102131001,1,3
Rainbow trout,170102131002,4,5
Rainbow trout,170102131004,11,6
Rainbow trout,170102131005,2,2
Rainbow trout,170102131006,5,10
Rainbow trout,170102131101,3,0
Rainbow trout,170102131102,13,15
Rainbow trout,170102131103,6,5
Rainbow trout,170102131104,6,9
Rainbow trout,170102131301,5,7
Rainbow trout,170102131302,9,5
Rainbow trout,170102131303,6,3
Rainbow trout,170102131305,3,5
Rainbow trout,170102131306,1,0
